OrderID,OrderDate,ShippingDate,CustomerID,ProductID,Quantity,Discount,Sales,Profit,ShippingDurationDays,OrderYear,OrderMonth,OrderQuarter,ProfitMargin
ORD-000986,2024-01-01 07:00:00,2024-01-05 07:00:00,CUST-0018,PROD-0027,8,0.05,4796.89,2082.25,4,2024,1,1,43.40833331596096
ORD-000987,2023-01-18 06:00:00,2023-01-22 06:00:00,CUST-0874,PROD-0152,2,0.05,1482.02,937.38,4,2023,1,1,63.25015856736077
ORD-000988,2023-08-31 12:00:00,2023-09-06 12:00:00,CUST-0732,PROD-0141,5,0.1,165.15,88.4,6,2023,8,3,53.52709657886769
ORD-000989,2023-03-23 20:00:00,2023-03-29 20:00:00,CUST-0067,PROD-0131,1,0.0,146.99,92.7,6,2023,3,1,63.065514660861275
ORD-000990,2023-05-10 15:00:00,2023-05-16 15:00:00,CUST-0753,PROD-0184,5,0.05,4472.84,2385.59,6,2023,5,2,53.335017572727835
ORD-000991,2023-07-04 01:00:00,2023-07-11 01:00:00,CUST-0650,PROD-0161,4,0.0,3863.28,2391.28,7,2023,7,3,61.897662090244566
ORD-000992,2023-05-01 20:00:00,2023-05-05 20:00:00,CUST-0837,PROD-0066,6,0.0,5767.02,3898.32,4,2023,5,2,67.59678308727905
ORD-000993,2023-03-27 08:00:00,2023-04-01 08:00:00,CUST-0190,PROD-0183,2,0.2,713.7,396.72,5,2023,3,1,55.586380832282465
ORD-000994,2023-05-05 00:00:00,2023-05-06 00:00:00,CUST-0378,PROD-0102,10,0.2,4678.24,1198.44,1,2023,5,2,25.61732617394576
ORD-000995,2023-12-19 19:00:00,2023-12-21 19:00:00,CUST-0257,PROD-0109,6,0.0,4201.44,2242.2,2,2023,12,4,53.36741688563921
ORD-000996,2023-05-08 05:00:00,2023-05-12 05:00:00,CUST-0528,PROD-0188,2,0.1,1400.29,755.97,4,2023,5,2,53.986674188918016
ORD-000997,2023-11-17 01:00:00,2023-11-18 01:00:00,CUST-0864,PROD-0052,6,0.05,2376.84,977.88,1,2023,11,4,41.142020497803806
ORD-000998,2023-12-26 17:00:00,2024-01-02 17:00:00,CUST-0754,PROD-0074,2,0.05,1030.29,540.35,7,2023,12,4,52.446398586805664
ORD-000999,2023-09-07 07:00:00,2023-09-10 07:00:00,CUST-0760,PROD-0002,9,0.1,5986.79,2640.77,3,2023,9,3,44.109948737136264
ORD-001000,2023-08-13 23:00:00,2023-08-15 23:00:00,CUST-0932,PROD-0193,1,0.2,553.98,248.61,2,2023,8,3,44.877071374417845
ORD-001001,2023-07-03 23:00:00,2023-07-05 23:00:00,CUST-0007,PROD-0157,5,0.0,1768.65,1010.75,2,2023,7,3,57.148107313487685
ORD-001002,2023-09-06 22:00:00,2023-09-10 22:00:00,CUST-0480,PROD-0066,9,0.1,7785.48,4982.43,4,2023,9,3,63.996439525886665
ORD-001003,2023-10-05 22:00:00,2023-10-09 22:00:00,CUST-0012,PROD-0179,4,0.05,1395.63,821.67,4,2023,10,4,58.87448679091163
ORD-001004,2023-10-06 11:00:00,2023-10-09 11:00:00,CUST-0986,PROD-0006,8,0.1,3273.98,1879.02,3,2023,10,4,57.392531414364164
ORD-001005,2023-11-03 17:00:00,2023-11-05 17:00:00,CUST-0336,PROD-0054,2,0.05,379.37,195.31,2,2023,11,4,51.48272135382344
ORD-001006,2023-08-19 09:00:00,2023-08-26 09:00:00,CUST-0762,PROD-0017,5,0.1,2758.68,1681.73,7,2023,8,3,60.96140182986066
ORD-001007,2023-08-21 00:00:00,2023-08-28 00:00:00,CUST-0281,PROD-0172,9,0.2,4804.7,2338.07,7,2023,8,3,48.66214331800113
ORD-001008,2023-04-05 00:00:00,2023-04-10 00:00:00,CUST-0695,PROD-0046,6,0.05,1355.52,833.22,5,2023,4,2,61.46866147308783
ORD-001009,2023-06-14 23:00:00,2023-06-15 23:00:00,CUST-0778,PROD-0025,9,0.2,2652.34,665.77,1,2023,6,2,25.101231365511207
ORD-001010,2023-04-08 16:00:00,2023-04-14 16:00:00,CUST-0034,PROD-0075,8,0.05,6703.66,2725.34,6,2023,4,2,40.65450813436243
ORD-001011,2023-11-10 09:00:00,2023-11-13 09:00:00,CUST-0647,PROD-0056,7,0.1,5102.62,1945.83,3,2023,11,4,38.13393903524072
ORD-001012,2023-02-26 03:00:00,2023-03-03 03:00:00,CUST-0374,PROD-0040,2,0.0,274.22,152.86,5,2023,2,1,55.74356356210342
ORD-001013,2023-03-08 05:00:00,2023-03-15 05:00:00,CUST-0161,PROD-0127,1,0.05,432.79,193.37,7,2023,3,1,44.67986783428452
ORD-001014,2023-02-24 15:00:00,2023-02-26 15:00:00,CUST-0159,PROD-0121,2,0.0,1787.46,789.82,2,2023,2,1,44.186723059536995
ORD-001015,2023-10-20 20:00:00,2023-10-27 20:00:00,CUST-0114,PROD-0022,7,0.2,1234.8,540.61,7,2023,10,4,43.781179138321995
ORD-001016,2023-09-27 19:00:00,2023-10-03 19:00:00,CUST-0518,PROD-0134,10,0.1,3560.22,1459.92,6,2023,9,3,41.006454657296466
ORD-001017,2023-01-26 11:00:00,2023-01-28 11:00:00,CUST-0148,PROD-0023,10,0.0,1514.4,996.6,2,2023,1,1,65.80824088748018
ORD-001018,2023-01-07 06:00:00,2023-01-13 06:00:00,CUST-0555,PROD-0157,8,0.0,2829.84,1617.2,6,2023,1,1,57.148107313487685
ORD-001019,2023-08-28 20:00:00,2023-08-29 20:00:00,CUST-0724,PROD-0084,6,0.2,1633.06,940.54,1,2023,8,3,57.59371976534848
ORD-001020,2023-07-08 22:00:00,2023-07-09 22:00:00,CUST-0727,PROD-0191,10,0.1,2448.0,1565.8,1,2023,7,3,63.96241830065359
ORD-001021,2023-09-28 01:00:00,2023-10-04 01:00:00,CUST-0993,PROD-0050,2,0.1,860.29,348.53,6,2023,9,3,40.513082797661255
ORD-001022,2023-02-09 06:00:00,2023-02-14 06:00:00,CUST-0535,PROD-0024,2,0.0,1087.18,517.38,5,2023,2,1,47.589175665483175
ORD-001023,2023-04-29 17:00:00,2023-05-03 17:00:00,CUST-0671,PROD-0024,4,0.05,2065.64,926.04,4,2023,4,2,44.83065781065433
ORD-001024,2023-09-27 21:00:00,2023-09-29 21:00:00,CUST-0999,PROD-0191,10,0.05,2584.0,1701.8,2,2023,9,3,65.85913312693499
ORD-001025,2023-10-13 23:00:00,2023-10-18 23:00:00,CUST-0419,PROD-0055,7,0.0,1341.55,752.92,5,2023,10,4,56.12314114270806
ORD-001026,2023-11-23 18:00:00,2023-11-26 18:00:00,CUST-0375,PROD-0099,8,0.2,1829.25,1095.65,3,2023,11,4,59.89613229465629
ORD-001027,2023-02-23 05:00:00,2023-03-02 05:00:00,CUST-0746,PROD-0076,3,0.2,398.81,124.58,7,2023,2,1,31.237932850229434
ORD-001028,2023-09-16 10:00:00,2023-09-22 10:00:00,CUST-0513,PROD-0018,3,0.2,412.25,199.01,6,2023,9,3,48.27410551849606
ORD-001029,2023-06-30 10:00:00,2023-07-05 10:00:00,CUST-0144,PROD-0100,6,0.1,3483.38,1858.16,5,2023,6,2,53.34359156910816
ORD-001030,2023-07-31 20:00:00,2023-08-04 20:00:00,CUST-0878,PROD-0057,6,0.05,3737.03,1918.97,4,2023,7,3,51.3501363382151
ORD-001031,2023-10-16 17:00:00,2023-10-18 17:00:00,CUST-0836,PROD-0126,7,0.1,5243.24,2537.95,2,2023,10,4,48.40423097168926
ORD-001032,2023-07-04 14:00:00,2023-07-08 14:00:00,CUST-0598,PROD-0147,7,0.0,1623.86,1103.27,4,2023,7,3,67.94120182774377
ORD-001033,2023-01-18 09:00:00,2023-01-23 09:00:00,CUST-0433,PROD-0188,1,0.05,739.04,416.88,5,2023,1,1,56.40831348776791
ORD-001034,2023-06-04 00:00:00,2023-06-07 00:00:00,CUST-0206,PROD-0148,4,0.05,2875.42,1105.1,3,2023,6,2,38.43264636122722
ORD-001035,2023-06-11 00:00:00,2023-06-18 00:00:00,CUST-0532,PROD-0036,5,0.05,2864.06,1517.71,7,2023,6,2,52.99155743943912
ORD-001036,2023-02-18 01:00:00,2023-02-22 01:00:00,CUST-0530,PROD-0068,6,0.05,733.53,295.65,4,2023,2,1,40.30509999591019
ORD-001037,2023-03-12 08:00:00,2023-03-15 08:00:00,CUST-0636,PROD-0089,10,0.05,8549.9,3700.4,3,2023,3,1,43.280038363021795
ORD-001038,2023-04-30 08:00:00,2023-05-07 08:00:00,CUST-0851,PROD-0064,5,0.0,3752.5,2562.4,7,2023,4,2,68.28514323784144
ORD-001039,2023-10-20 12:00:00,2023-10-25 12:00:00,CUST-0454,PROD-0054,4,0.0,798.68,430.56,5,2023,10,4,53.90894976711574
ORD-001040,2023-06-16 15:00:00,2023-06-18 15:00:00,CUST-0813,PROD-0198,8,0.0,645.6,419.76,2,2023,6,2,65.0185873605948
ORD-001041,2023-11-01 20:00:00,2023-11-04 20:00:00,CUST-0585,PROD-0058,1,0.2,741.68,227.5,3,2023,11,4,30.673605867759683
ORD-001042,2023-02-10 01:00:00,2023-02-17 01:00:00,CUST-0171,PROD-0128,6,0.1,4148.06,2044.58,7,2023,2,1,49.2900295559852
ORD-001043,2023-08-11 13:00:00,2023-08-18 13:00:00,CUST-0821,PROD-0137,2,0.05,1031.4,466.42,7,2023,8,3,45.22202831103355
ORD-001044,2023-12-01 19:00:00,2023-12-02 19:00:00,CUST-0926,PROD-0107,7,0.0,4388.44,2198.56,1,2023,12,4,50.098896190901556
ORD-001045,2023-06-06 16:00:00,2023-06-07 16:00:00,CUST-0742,PROD-0093,6,0.05,5030.82,3402.78,1,2023,6,2,67.63867520603004
ORD-001046,2023-06-17 16:00:00,2023-06-23 16:00:00,CUST-0603,PROD-0011,4,0.05,3698.84,2088.64,6,2023,6,2,56.46743303305901
ORD-001047,2023-01-26 21:00:00,2023-02-01 21:00:00,CUST-0581,PROD-0004,7,0.2,1345.85,537.35,6,2023,1,1,39.92644053943605
ORD-001048,2023-11-01 18:00:00,2023-11-06 18:00:00,CUST-0009,PROD-0027,2,0.05,1199.22,520.56,5,2023,11,4,43.40821533997097
ORD-001049,2023-08-10 09:00:00,2023-08-17 09:00:00,CUST-0962,PROD-0170,7,0.05,4318.78,2285.56,7,2023,8,3,52.92142688444422
ORD-001050,2023-03-09 10:00:00,2023-03-10 10:00:00,CUST-0570,PROD-0168,8,0.0,4171.68,2681.04,1,2023,3,1,64.2676331837533
ORD-001051,2023-10-08 12:00:00,2023-10-11 12:00:00,CUST-0789,PROD-0156,2,0.2,1291.95,421.71,3,2023,10,4,32.64135608963195
ORD-001052,2023-09-14 13:00:00,2023-09-21 13:00:00,CUST-0982,PROD-0003,3,0.05,1694.58,1142.43,7,2023,9,3,67.41670502425382
ORD-001053,2023-09-04 17:00:00,2023-09-06 17:00:00,CUST-0661,PROD-0118,8,0.2,1615.3,721.78,2,2023,9,3,44.683959635980926
ORD-001054,2023-11-30 18:00:00,2023-12-02 18:00:00,CUST-0103,PROD-0047,9,0.05,2023.36,805.84,2,2023,11,4,39.82682271073858
ORD-001055,2023-05-05 02:00:00,2023-05-08 02:00:00,CUST-0243,PROD-0149,7,0.1,3938.26,2312.37,3,2023,5,2,58.71552411471055
ORD-001056,2023-12-17 18:00:00,2023-12-18 18:00:00,CUST-0833,PROD-0100,2,0.2,1032.11,490.37,1,2023,12,4,47.511408667680776
ORD-001057,2023-08-05 11:00:00,2023-08-08 11:00:00,CUST-0110,PROD-0163,4,0.1,1184.69,692.85,3,2023,8,3,58.48365395166668
ORD-001058,2023-06-26 19:00:00,2023-07-02 19:00:00,CUST-0179,PROD-0193,1,0.1,623.23,317.86,6,2023,6,2,51.00203777096738
ORD-001059,2023-03-28 11:00:00,2023-04-02 11:00:00,CUST-0297,PROD-0087,8,0.05,4180.99,1758.75,5,2023,3,1,42.06539599472852
ORD-001060,2023-08-14 01:00:00,2023-08-21 01:00:00,CUST-0455,PROD-0194,4,0.05,1121.84,667.4,7,2023,8,3,59.4915495970905
ORD-001061,2023-12-17 11:00:00,2023-12-19 11:00:00,CUST-0392,PROD-0002,2,0.0,1478.22,734.66,2,2023,12,4,49.69896226542734
ORD-001062,2023-01-28 07:00:00,2023-02-02 07:00:00,CUST-0189,PROD-0188,3,0.1,2100.44,1133.96,5,2023,1,1,53.98678372150597
ORD-001063,2023-01-08 10:00:00,2023-01-14 10:00:00,CUST-0997,PROD-0053,2,0.1,126.02,53.42,6,2023,1,1,42.39009681003016
ORD-001064,2023-08-19 15:00:00,2023-08-20 15:00:00,CUST-0945,PROD-0048,6,0.05,2958.36,1764.0,1,2023,8,3,59.62763152557498
ORD-001065,2023-10-03 06:00:00,2023-10-05 06:00:00,CUST-0243,PROD-0128,9,0.1,6222.1,3066.88,2,2023,10,4,49.29011105575288
ORD-001066,2023-10-08 15:00:00,2023-10-13 15:00:00,CUST-0629,PROD-0184,3,0.0,2824.95,1572.6,5,2023,10,4,55.66824191578612
ORD-001067,2023-07-12 18:00:00,2023-07-18 18:00:00,CUST-0913,PROD-0107,9,0.0,5642.28,2826.72,6,2023,7,3,50.098896190901556
ORD-001068,2023-05-11 05:00:00,2023-05-12 05:00:00,CUST-0724,PROD-0041,5,0.05,1293.95,528.85,1,2023,5,2,40.87097646740601
ORD-001069,2023-12-23 19:00:00,2023-12-26 19:00:00,CUST-0125,PROD-0174,1,0.2,286.63,130.37,3,2023,12,4,45.48372466245682
ORD-001070,2023-12-02 00:00:00,2023-12-03 00:00:00,CUST-0446,PROD-0197,7,0.1,3459.46,1559.52,1,2023,12,4,45.07986795627063
ORD-001071,2023-12-06 21:00:00,2023-12-09 21:00:00,CUST-0313,PROD-0178,2,0.0,1961.42,883.06,3,2023,12,4,45.02146404135779
ORD-001072,2023-05-30 20:00:00,2023-06-03 20:00:00,CUST-0244,PROD-0134,4,0.2,1265.86,425.74,4,2023,5,2,33.63247120534656
ORD-001073,2023-09-18 22:00:00,2023-09-19 22:00:00,CUST-0374,PROD-0061,6,0.2,4450.8,1471.32,1,2023,9,3,33.05742787813426
ORD-001074,2023-11-02 17:00:00,2023-11-03 17:00:00,CUST-0433,PROD-0100,3,0.05,1838.45,1025.84,1,2023,11,4,55.79917865593298
ORD-001075,2023-09-14 14:00:00,2023-09-19 14:00:00,CUST-0644,PROD-0111,1,0.0,619.36,377.63,5,2023,9,3,60.97100232498063
ORD-001076,2023-05-07 16:00:00,2023-05-10 16:00:00,CUST-0293,PROD-0114,6,0.2,2477.09,810.89,3,2023,5,2,32.73558893701884
ORD-001077,2023-07-21 23:00:00,2023-07-23 23:00:00,CUST-0122,PROD-0032,1,0.1,858.85,321.82,2,2023,7,3,37.47103685160389
ORD-001078,2023-12-17 11:00:00,2023-12-20 11:00:00,CUST-0063,PROD-0115,5,0.05,3145.74,1870.44,3,2023,12,4,59.45945945945946
ORD-001079,2023-09-14 08:00:00,2023-09-21 08:00:00,CUST-0565,PROD-0017,1,0.1,551.74,336.35,7,2023,9,3,60.96168485156051
ORD-001080,2023-07-18 00:00:00,2023-07-23 00:00:00,CUST-0421,PROD-0111,5,0.05,2941.96,1733.31,5,2023,7,3,58.91684455261118
ORD-001081,2023-03-19 10:00:00,2023-03-23 10:00:00,CUST-0708,PROD-0027,3,0.0,1893.51,875.52,4,2023,3,1,46.23793906554494
ORD-001082,2023-07-15 16:00:00,2023-07-21 16:00:00,CUST-0661,PROD-0015,10,0.05,2709.3,1309.9,6,2023,7,3,48.34828184401875
ORD-001083,2023-08-02 07:00:00,2023-08-07 07:00:00,CUST-0650,PROD-0137,3,0.2,1302.82,455.35,5,2023,8,3,34.95110606223423
ORD-001084,2023-06-09 19:00:00,2023-06-12 19:00:00,CUST-0573,PROD-0095,8,0.05,2083.46,907.46,3,2023,6,2,43.55543182974475
ORD-001085,2023-04-16 20:00:00,2023-04-18 20:00:00,CUST-0343,PROD-0090,10,0.05,2070.81,1253.71,2,2023,4,2,60.54201013130128
ORD-001086,2023-03-12 09:00:00,2023-03-18 09:00:00,CUST-0011,PROD-0060,9,0.05,1479.06,1010.97,6,2023,3,1,68.35219666544968
ORD-001087,2023-08-09 04:00:00,2023-08-15 04:00:00,CUST-0151,PROD-0054,10,0.05,1896.86,976.56,6,2023,8,3,51.48297713062641
ORD-001088,2023-06-12 02:00:00,2023-06-17 02:00:00,CUST-0484,PROD-0072,9,0.0,4163.85,1754.19,5,2023,6,2,42.12903923051983
ORD-001089,2023-04-05 10:00:00,2023-04-12 10:00:00,CUST-0668,PROD-0027,3,0.0,1893.51,875.52,7,2023,4,2,46.23793906554494
ORD-001090,2023-06-13 13:00:00,2023-06-17 13:00:00,CUST-0744,PROD-0085,5,0.2,2975.28,1244.03,4,2023,6,2,41.81219918797558
ORD-001091,2023-11-23 23:00:00,2023-11-26 23:00:00,CUST-0823,PROD-0073,3,0.05,1321.54,487.54,3,2023,11,4,36.891808042132666
ORD-001092,2023-02-24 04:00:00,2023-02-26 04:00:00,CUST-0544,PROD-0087,1,0.1,495.12,192.34,2,2023,2,1,38.84714816610115
ORD-001093,2023-11-07 18:00:00,2023-11-12 18:00:00,CUST-0312,PROD-0090,4,0.05,828.32,501.48,5,2023,11,4,60.54181958663318
ORD-001094,2023-04-29 21:00:00,2023-04-30 21:00:00,CUST-0983,PROD-0035,6,0.0,2281.02,1486.14,1,2023,4,2,65.15243180682326
ORD-001095,2023-12-19 15:00:00,2023-12-21 15:00:00,CUST-0711,PROD-0181,9,0.2,5043.17,2913.14,2,2023,12,4,57.76406506225251
ORD-001096,2023-12-31 20:00:00,2024-01-03 20:00:00,CUST-0033,PROD-0153,3,0.2,1398.96,387.06,3,2023,12,4,27.667696002744897
ORD-001097,2023-09-09 15:00:00,2023-09-11 15:00:00,CUST-0997,PROD-0005,3,0.05,2048.75,948.05,2,2023,9,3,46.27455765710799
ORD-001098,2023-04-26 01:00:00,2023-04-30 01:00:00,CUST-0524,PROD-0109,1,0.1,630.22,303.68,4,2023,4,2,48.18634762463901
ORD-001099,2023-07-31 07:00:00,2023-08-06 07:00:00,CUST-0953,PROD-0089,4,0.05,3419.96,1480.16,6,2023,7,3,43.280038363021795
ORD-001100,2023-02-03 05:00:00,2023-02-07 05:00:00,CUST-0864,PROD-0061,10,0.2,7418.0,2452.2,4,2023,2,1,33.05742787813426
ORD-001101,2023-12-19 10:00:00,2023-12-26 10:00:00,CUST-0691,PROD-0061,8,0.05,7047.1,3074.46,7,2023,12,4,43.62730768684991
ORD-001102,2023-08-07 12:00:00,2023-08-14 12:00:00,CUST-0045,PROD-0117,1,0.2,185.91,102.31,7,2023,8,3,55.03200473347319
ORD-001103,2023-06-10 12:00:00,2023-06-15 12:00:00,CUST-0995,PROD-0152,10,0.0,7800.1,5076.9,5,2023,6,2,65.08762708170407
ORD-001104,2023-09-24 03:00:00,2023-09-28 03:00:00,CUST-0201,PROD-0107,8,0.0,5015.36,2512.64,4,2023,9,3,50.098896190901556
ORD-001105,2023-05-06 16:00:00,2023-05-11 16:00:00,CUST-0758,PROD-0047,7,0.0,1656.55,709.59,5,2023,5,2,42.83541094443271
ORD-001106,2023-10-13 12:00:00,2023-10-18 12:00:00,CUST-0119,PROD-0178,1,0.05,931.67,392.49,5,2023,10,4,42.12757736108279
ORD-001107,2023-05-30 14:00:00,2023-06-03 14:00:00,CUST-0696,PROD-0161,5,0.1,4346.19,2506.19,4,2023,5,2,57.66406898916063
ORD-001108,2023-08-25 05:00:00,2023-08-29 05:00:00,CUST-0856,PROD-0056,5,0.0,4049.7,1794.85,4,2023,8,3,44.32056695557696
ORD-001109,2023-12-20 16:00:00,2023-12-22 16:00:00,CUST-0524,PROD-0172,8,0.2,4270.85,2078.29,2,2023,12,4,48.66221009869229
ORD-001110,2023-02-16 23:00:00,2023-02-21 23:00:00,CUST-0969,PROD-0094,2,0.05,1490.66,826.12,5,2023,2,1,55.419746957723426
ORD-001111,2023-10-27 22:00:00,2023-11-01 22:00:00,CUST-0337,PROD-0169,3,0.2,1184.86,403.66,5,2023,10,4,34.06815995138667
ORD-001112,2023-07-31 10:00:00,2023-08-04 10:00:00,CUST-0860,PROD-0082,1,0.05,484.83,293.28,4,2023,7,3,60.49130623105006
ORD-001113,2023-08-21 18:00:00,2023-08-27 18:00:00,CUST-0276,PROD-0181,4,0.2,2241.41,1294.73,6,2023,8,3,57.76408599943785
ORD-001114,2023-02-16 08:00:00,2023-02-19 08:00:00,CUST-0274,PROD-0145,3,0.0,2263.47,1019.52,3,2023,2,1,45.04234648570558
ORD-001115,2023-02-16 03:00:00,2023-02-22 03:00:00,CUST-0486,PROD-0063,8,0.1,1175.4,667.32,6,2023,2,1,56.773864216436955
ORD-001116,2023-02-13 16:00:00,2023-02-19 16:00:00,CUST-0514,PROD-0167,7,0.05,1907.62,946.1,6,2023,2,1,49.595831454901926
ORD-001117,2023-07-13 17:00:00,2023-07-17 17:00:00,CUST-0095,PROD-0110,1,0.05,634.87,358.37,4,2023,7,3,56.44777671019264
ORD-001118,2023-06-21 18:00:00,2023-06-28 18:00:00,CUST-0565,PROD-0074,3,0.05,1545.44,810.53,7,2023,6,2,52.44655243814059
ORD-001119,2023-03-16 05:00:00,2023-03-23 05:00:00,CUST-0730,PROD-0178,1,0.2,784.57,245.39,7,2023,3,1,31.2770052385383
ORD-001120,2023-06-07 09:00:00,2023-06-13 09:00:00,CUST-0104,PROD-0002,8,0.1,5321.59,2347.35,6,2023,6,2,44.109937067680896
ORD-001121,2023-11-17 05:00:00,2023-11-18 05:00:00,CUST-0457,PROD-0098,3,0.05,657.47,312.8,1,2023,11,4,47.57631526913775
ORD-001122,2023-01-02 19:00:00,2023-01-09 19:00:00,CUST-0345,PROD-0179,5,0.0,1836.35,1118.9,7,2023,1,1,60.9306504751273
ORD-001123,2023-08-23 15:00:00,2023-08-30 15:00:00,CUST-0978,PROD-0037,8,0.0,7039.44,3171.28,7,2023,8,3,45.05017444569455
ORD-001124,2023-11-08 15:00:00,2023-11-10 15:00:00,CUST-0211,PROD-0077,4,0.2,1969.79,501.87,2,2023,11,4,25.47835048406175
ORD-001125,2023-08-21 13:00:00,2023-08-25 13:00:00,CUST-0716,PROD-0173,2,0.0,700.64,280.96,4,2023,8,3,40.10047956154373
ORD-001126,2023-05-06 17:00:00,2023-05-09 17:00:00,CUST-0907,PROD-0018,10,0.05,1631.82,921.02,3,2023,5,2,56.44127416014021
ORD-001127,2023-01-26 05:00:00,2023-01-28 05:00:00,CUST-0021,PROD-0095,1,0.1,246.73,99.73,2,2023,1,1,40.42070279252625
ORD-001128,2023-01-19 04:00:00,2023-01-26 04:00:00,CUST-0964,PROD-0127,1,0.1,410.01,170.59,7,2023,1,1,41.606302285310115
ORD-001129,2023-06-19 02:00:00,2023-06-20 02:00:00,CUST-0882,PROD-0100,2,0.2,1032.11,490.37,1,2023,6,2,47.511408667680776
ORD-001130,2023-04-02 05:00:00,2023-04-08 05:00:00,CUST-0541,PROD-0117,5,0.05,1103.85,685.85,6,2023,4,2,62.13253612356752
ORD-001131,2023-08-22 23:00:00,2023-08-27 23:00:00,CUST-0284,PROD-0136,6,0.0,95.04,56.52,5,2023,8,3,59.46969696969697
ORD-001132,2023-02-17 09:00:00,2023-02-20 09:00:00,CUST-0989,PROD-0136,6,0.2,76.03,37.51,3,2023,2,1,49.33578850453768
ORD-001133,2023-02-04 13:00:00,2023-02-11 13:00:00,CUST-0745,PROD-0010,9,0.0,7281.54,3502.98,7,2023,2,1,48.107680518132156
ORD-001134,2023-05-30 15:00:00,2023-06-01 15:00:00,CUST-0036,PROD-0068,2,0.1,231.64,85.68,2,2023,5,2,36.98843032291487
ORD-001135,2023-06-18 16:00:00,2023-06-22 16:00:00,CUST-0099,PROD-0171,9,0.05,2576.03,1433.57,4,2023,6,2,55.6503612147374
ORD-001136,2023-12-23 06:00:00,2023-12-28 06:00:00,CUST-0981,PROD-0012,1,0.0,831.11,427.56,5,2023,12,4,51.44445380274573
ORD-001137,2023-10-20 23:00:00,2023-10-26 23:00:00,CUST-0482,PROD-0012,9,0.0,7479.99,3848.04,6,2023,10,4,51.44445380274573
ORD-001138,2023-09-05 23:00:00,2023-09-11 23:00:00,CUST-0075,PROD-0023,10,0.1,1362.96,845.16,6,2023,9,3,62.00915654164465
ORD-001139,2023-08-07 19:00:00,2023-08-14 19:00:00,CUST-0509,PROD-0001,6,0.1,187.7,107.9,7,2023,8,3,57.485348961108166
ORD-001140,2023-09-27 18:00:00,2023-10-02 18:00:00,CUST-0633,PROD-0146,6,0.05,2710.92,1213.62,5,2023,9,3,44.7678278960648
ORD-001141,2023-11-11 18:00:00,2023-11-15 18:00:00,CUST-0182,PROD-0075,9,0.2,6350.83,1875.22,4,2023,11,4,29.527164165943663
ORD-001142,2023-09-10 05:00:00,2023-09-15 05:00:00,CUST-0818,PROD-0014,4,0.1,3547.33,1353.53,5,2023,9,3,38.15630347331655
ORD-001143,2023-04-10 00:00:00,2023-04-11 00:00:00,CUST-0590,PROD-0139,1,0.2,315.98,118.23,1,2023,4,2,37.41692512184315
ORD-001144,2023-11-17 03:00:00,2023-11-23 03:00:00,CUST-0883,PROD-0046,4,0.2,760.99,412.79,6,2023,11,4,54.24381397915873
ORD-001145,2023-07-31 01:00:00,2023-08-03 01:00:00,CUST-0699,PROD-0188,6,0.05,4434.26,2501.3,3,2023,7,3,56.4085101008962
ORD-001146,2023-01-06 20:00:00,2023-01-08 20:00:00,CUST-0539,PROD-0198,5,0.1,363.15,222.0,2,2023,1,1,61.13176373399423
ORD-001147,2023-02-04 09:00:00,2023-02-07 09:00:00,CUST-0610,PROD-0026,9,0.1,810.0,527.31,3,2023,2,1,65.1
ORD-001148,2023-01-04 03:00:00,2023-01-10 03:00:00,CUST-0507,PROD-0007,6,0.1,3786.26,2094.74,6,2023,1,1,55.32477959780891
ORD-001149,2023-07-22 23:00:00,2023-07-27 23:00:00,CUST-0629,PROD-0123,10,0.0,4699.0,2503.5,5,2023,7,3,53.27729304107257
ORD-001150,2023-03-31 06:00:00,2023-04-03 06:00:00,CUST-0337,PROD-0021,6,0.2,362.54,102.44,3,2023,3,1,28.256192420146743
ORD-001151,2023-08-31 01:00:00,2023-09-06 01:00:00,CUST-0928,PROD-0080,3,0.2,1787.98,1013.26,6,2023,8,3,56.67065627132294
ORD-001152,2023-03-21 20:00:00,2023-03-25 20:00:00,CUST-0052,PROD-0027,9,0.1,5112.48,2058.51,4,2023,3,1,40.264411792319976
ORD-001153,2023-08-25 13:00:00,2023-08-31 13:00:00,CUST-0113,PROD-0148,1,0.1,681.02,238.44,6,2023,8,3,35.01218760095151
ORD-001154,2023-10-17 23:00:00,2023-10-23 23:00:00,CUST-0155,PROD-0175,6,0.0,1429.38,691.26,6,2023,10,4,48.36082777148133
ORD-001155,2023-04-17 18:00:00,2023-04-23 18:00:00,CUST-1000,PROD-0098,6,0.1,1245.73,556.39,6,2023,4,2,44.66377144325014
ORD-001156,2023-02-03 04:00:00,2023-02-06 04:00:00,CUST-0932,PROD-0079,1,0.1,845.59,525.88,3,2023,2,1,62.190896297259904
ORD-001157,2023-07-12 20:00:00,2023-07-17 20:00:00,CUST-0787,PROD-0109,3,0.2,1680.58,700.96,5,2023,7,3,41.70940984660058
ORD-001158,2023-04-06 19:00:00,2023-04-07 19:00:00,CUST-0789,PROD-0164,5,0.1,3972.65,2325.5,1,2023,4,2,58.53775187846904
ORD-001159,2023-12-30 01:00:00,2024-01-02 01:00:00,CUST-0423,PROD-0157,7,0.0,2476.11,1415.05,3,2023,12,4,57.148107313487685
ORD-001160,2023-09-12 07:00:00,2023-09-15 07:00:00,CUST-0038,PROD-0101,8,0.1,6766.85,4251.09,3,2023,9,3,62.82228806608687
